approach,trial,pattern,true_mask,decoy_mask,best_mask_true,best_mask_decoy,self_score_true,self_score_decoy,margin_true,margin_decoy,top_scores_true,top_scores_decoy,true_like_rank,true_like_gap,bands_true,bands_decoy,band_summary_true,band_summary_decoy,true_matched_ssim,true_matched_psnr,true_matched_ncc,true_clahe_ssim,true_clahe_psnr,true_clahe_ncc,true_unsharp_ssim,true_unsharp_psnr,true_unsharp_ncc,decoy_matched_ssim,decoy_matched_psnr,decoy_matched_ncc,decoy_clahe_ssim,decoy_clahe_psnr,decoy_clahe_ncc,decoy_unsharp_ssim,decoy_unsharp_psnr,decoy_unsharp_ncc
baseline,0,bars,"{""kind"": ""spiral"", ""ell"": -1, ""chirality"": 1, ""pitch"": 2.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}",-0.010817614565024641,-0.008977000128690456,9.999999999940612e-09,9.999999999940612e-09,"[{""score"": -0.010817614565024641, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.010817624565024641, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.01814723535738068, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": -0.01814724535738068, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.5, ""knee"": 0.0, ""seed"": null}, {""score"": -0.018254355635796457, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 1.0, ""seed"": null}]","[{""score"": -0.008977000128690456, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.008977010128690456, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.014287425053019765, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 1.0, ""seed"": null}, {""score"": -0.014287435053019765, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": 1, ""pitch"": 3.0, ""knee"": 1.0, ""seed"": null}, {""score"": -0.020851936345389174, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}]",2,0.0001354325795546174,"[{""fu"": -0.047619047619047616, ""fv"": 0.05859375, ""amp"": 141.1958465576172, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""15"": 5, ""-15"": 5, ""-14"": 4, ""14"": 4, ""23"": 5, ""-23"": 5, ""13"": 3, ""-13"": 3, ""-16"": 3, ""16"": 3, ""-24"": 3, ""24"": 3, ""22"": 2, ""-22"": 2}, ""band_dead"": 0, ""energy_total"": 62443.90625, ""energy_out"": 50814.12890625, ""fv_peak_marg"": -0.05859375, ""fv_peak_ratio"": 0.015488289296627045, ""fv_entropy"": 5.270225524902344, ""theta_var"": 0.0780176967382431, ""m_peak"": -0.05859375, ""m_ratio"": 0.031575821340084076, ""m_entropy"": 5.000751972198486}, {""fu"": -0.19767441860465115, ""fv"": -0.05078125, ""amp"": 49.97797393798828, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.0625, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-13"": 7, ""13"": 7, ""14"": 10, ""-14"": 10, ""-15"": 5, ""15"": 5, ""-16"": 3, ""16"": 3}, ""band_dead"": 0, ""energy_total"": 52755.359375, ""energy_out"": 37191.3515625, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.02112499438226223, ""fv_entropy"": 5.098069190979004, ""theta_var"": 0.08356020599603653, ""m_peak"": -0.05078125, ""m_ratio"": 0.022971827536821365, ""m_entropy"": 5.124878883361816}, {""fu"": -0.03488372093023256, ""fv"": -0.0546875, ""amp"": 221.36651611328125, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.109375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 4, ""-15"": 4, ""-13"": 5, ""13"": 5, ""-22"": 5, ""22"": 5, ""21"": 2, ""-21"": 2, ""19"": 2, ""-19"": 2, ""-28"": 1, ""28"": 1, ""23"": 1, ""-23"": 1}, ""band_dead"": 0, ""energy_total"": 74231.859375, ""energy_out"": 62748.34375, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.018048930913209915, ""fv_entropy"": 5.295868396759033, ""theta_var"": 0.06018397957086563, ""m_peak"": -0.0546875, ""m_ratio"": 0.030634144321084023, ""m_entropy"": 5.188831806182861}, {""fu"": 0.023809523809523808, ""fv"": -0.0546875, ""amp"": 221.1913604736328, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.109375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""-15"": 4, ""15"": 4, ""-13"": 4, ""13"": 4, ""22"": 5, ""-22"": 5, ""-21"": 2, ""21"": 2, ""19"": 2, ""-19"": 2, ""28"": 1, ""-28"": 1, ""16"": 1, ""-16"": 1, ""-23"": 1, ""23"": 1}, ""band_dead"": 0, ""energy_total"": 72370.484375, ""energy_out"": 61836.02734375, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.02072431892156601, ""fv_entropy"": 5.280815124511719, ""theta_var"": 0.05983378365635872, ""m_peak"": -0.0546875, ""m_ratio"": 0.030793732032179832, ""m_entropy"": 5.179050445556641}, {""fu"": -0.19767441860465115, ""fv"": 0.05078125, ""amp"": 54.479278564453125, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.078125, ""fv_mask_width"": 12, ""fv_hist_topk"": {""13"": 8, ""-13"": 8, ""-14"": 7, ""14"": 7, ""-15"": 6, ""15"": 6, ""-16"": 2, ""16"": 2, ""18"": 1, ""-18"": 1, ""20"": 1, ""-20"": 1}, ""band_dead"": 0, ""energy_total"": 55877.6015625, ""energy_out"": 39526.48828125, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.01990514248609543, ""fv_entropy"": 5.145405292510986, ""theta_var"": 0.08311477303504944, ""m_peak"": -0.05078125, ""m_ratio"": 0.0302062276750803, ""m_entropy"": 5.115863800048828}, {""fu"": -0.05813953488372093, ""fv"": -0.0546875, ""amp"": 137.42613220214844, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 5, ""-15"": 5, ""-23"": 5, ""23"": 5, ""-13"": 3, ""13"": 3, ""16"": 3, ""-16"": 3, ""-24"": 2, ""24"": 2, ""22"": 2, ""-22"": 2}, ""band_dead"": 0, ""energy_total"": 65360.625, ""energy_out"": 52962.4453125, ""fv_peak_marg"": 0.08984375, ""fv_peak_ratio"": 0.016277942806482315, ""fv_entropy"": 5.261613368988037, ""theta_var"": 0.07677995413541794, ""m_peak"": -0.05859375, ""m_ratio"": 0.034059733152389526, ""m_entropy"": 5.006733417510986}]","[{""fu"": 0.047619047619047616, ""fv"": -0.05859375, ""amp"": 164.8959197998047, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-15"": 5, ""15"": 5, ""14"": 5, ""-14"": 5, ""-23"": 5, ""23"": 5, ""-16"": 3, ""16"": 3, ""24"": 3, ""-24"": 3, ""13"": 2, ""-13"": 2, ""-22"": 2, ""22"": 2}, ""band_dead"": 0, ""energy_total"": 69115.21875, ""energy_out"": 55662.5546875, ""fv_peak_marg"": 0.05859375, ""fv_peak_ratio"": 0.016562849283218384, ""fv_entropy"": 5.2595038414001465, ""theta_var"": 0.08675242960453033, ""m_peak"": -0.05859375, ""m_ratio"": 0.03790699690580368, ""m_entropy"": 4.856594085693359}, {""fu"": -0.19767441860465115, ""fv"": -0.05078125, ""amp"": 60.24137496948242, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.0625, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-13"": 6, ""13"": 6, ""14"": 11, ""-14"": 11, ""15"": 5, ""-15"": 5, ""16"": 3, ""-16"": 3}, ""band_dead"": 0, ""energy_total"": 59253.546875, ""energy_out"": 41433.29296875, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.02300957404077053, ""fv_entropy"": 5.06882381439209, ""theta_var"": 0.0803619772195816, ""m_peak"": -0.05078125, ""m_ratio"": 0.023013463243842125, ""m_entropy"": 5.079816818237305}, {""fu"": -0.03488372093023256, ""fv"": -0.0546875, ""amp"": 260.4549560546875, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.109375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 3, ""-15"": 3, ""-13"": 5, ""13"": 5, ""-22"": 5, ""22"": 5, ""21"": 3, ""-21"": 3, ""-19"": 2, ""19"": 2, ""-28"": 1, ""28"": 1, ""16"": 1, ""-16"": 1}, ""band_dead"": 0, ""energy_total"": 80208.5078125, ""energy_out"": 67501.78125, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.01917015202343464, ""fv_entropy"": 5.284060001373291, ""theta_var"": 0.06434367597103119, ""m_peak"": -0.0546875, ""m_ratio"": 0.03499489277601242, ""m_entropy"": 5.1436357498168945}, {""fu"": -0.023809523809523808, ""fv"": 0.0546875, ""amp"": 252.81707763671875, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.109375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""14"": 5, ""-14"": 5, ""15"": 3, ""-15"": 3, ""-13"": 5, ""13"": 5, ""-21"": 3, ""21"": 3, ""22"": 5, ""-22"": 5, ""-19"": 2, ""19"": 2, ""28"": 1, ""-28"": 1, ""16"": 1, ""-16"": 1}, ""band_dead"": 0, ""energy_total"": 78758.921875, ""energy_out"": 66930.40625, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.022104309871792793, ""fv_entropy"": 5.262711524963379, ""theta_var"": 0.06332682073116302, ""m_peak"": -0.0546875, ""m_ratio"": 0.03499880060553551, ""m_entropy"": 5.129000663757324}, {""fu"": -0.19767441860465115, ""fv"": 0.0546875, ""amp"": 65.50679016113281, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.0703125, ""fv_mask_width"": 12, ""fv_hist_topk"": {""14"": 8, ""-14"": 8, ""-13"": 8, ""13"": 8, ""-15"": 6, ""15"": 6, ""-16"": 2, ""16"": 2, ""-18"": 1, ""18"": 1}, ""band_dead"": 0, ""energy_total"": 61831.2109375, ""energy_out"": 43042.66796875, ""fv_peak_marg"": 0.0546875, ""fv_peak_ratio"": 0.022105200216174126, ""fv_entropy"": 5.107538223266602, ""theta_var"": 0.07848566770553589, ""m_peak"": -0.05078125, ""m_ratio"": 0.032156068831682205, ""m_entropy"": 5.072384834289551}, {""fu"": 0.03488372093023256, ""fv"": 0.05859375, ""amp"": 164.16952514648438, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""15"": 5, ""-15"": 5, ""14"": 5, ""-14"": 5, ""-23"": 5, ""23"": 5, ""16"": 3, ""-16"": 3, ""13"": 2, ""-13"": 2, ""24"": 3, ""-24"": 3, ""22"": 1, ""-22"": 1, ""20"": 1, ""-20"": 1}, ""band_dead"": 0, ""energy_total"": 72454.9375, ""energy_out"": 58126.859375, ""fv_peak_marg"": -0.05859375, ""fv_peak_ratio"": 0.016766654327511787, ""fv_entropy"": 5.243198394775391, ""theta_var"": 0.0871884897351265, ""m_peak"": -0.05859375, ""m_ratio"": 0.041573625057935715, ""m_entropy"": 4.820406913757324}]","{""fv_mean"": -0.017578125, ""fv_std"": 0.05116789788007736, ""fv_peak_marg_mean"": -0.03125, ""fv_peak_marg_std"": 0.0541735514998436, ""fv_peak_ratio_mean"": 0.018594937399029732, ""fv_entropy_mean"": 5.225332736968994, ""fv_nonzero_energy_frac_mean"": 0.7893601059913635, ""m_peak_mean"": -0.0546875, ""m_peak_std"": 0.0031894398853182793, ""m_ratio_mean"": 0.030040249228477478, ""m_entropy_mean"": 5.10268497467041, ""fu_mean"": -0.08536360412836075, ""fu_std"": 0.08352667838335037, ""amp_mean"": 137.60618591308594, ""amp_decay"": 0.026698478890680256, ""top_abs_fv_mean"": 0.0911458358168602, ""top_nonzero_fv_mean"": 50.0, ""fv_mask_width_mean"": 12.0, ""theta_var_mean"": 0.07358173280954361, ""band_dead_frac"": 0.0}","{""fv_mean"": 0.0006510416860692203, ""fv_std"": 0.055399779230356216, ""fv_peak_marg_mean"": -0.01822916604578495, ""fv_peak_marg_std"": 0.05297095328569412, ""fv_peak_ratio_mean"": 0.01995312236249447, ""fv_entropy_mean"": 5.204306125640869, ""fv_nonzero_energy_frac_mean"": 0.7823975682258606, ""m_peak_mean"": -0.0546875, ""m_peak_std"": 0.0031894398853182793, ""m_ratio_mean"": 0.034107308834791183, ""m_entropy_mean"": 5.016973495483398, ""fu_mean"": -0.06192321702837944, ""fu_std"": 0.10034246742725372, ""amp_mean"": 161.34759521484375, ""amp_decay"": 0.004405170545135601, ""top_abs_fv_mean"": 0.08984375, ""top_nonzero_fv_mean"": 50.0, ""fv_mask_width_mean"": 12.0, ""theta_var_mean"": 0.07674317806959152, ""band_dead_frac"": 0.0}",-0.00206207949668169,5.426171660805994,0.030355706810951233,0.043600812554359436,6.961516682818805,0.4813883900642395,0.10099601745605469,5.263593286999911,0.3910643756389618,-0.039126474410295486,5.274666574528574,-0.034514546394348145,0.016387227922677994,6.504439557824018,0.4024137854576111,0.05476195737719536,5.465272673192417,0.3132762312889099
interferometric,0,bars,"{""kind"": ""spiral"", ""ell"": -1, ""chirality"": 1, ""pitch"": 2.5, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": 1, ""chirality"": -1, ""pitch"": 3.5, ""knee"": 0.5, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}","{""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}",-0.00877564824122557,-0.010871368655937779,9.999999999940612e-09,9.999999999940612e-09,"[{""score"": -0.00877564824122557, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}, {""score"": -0.00877565824122557, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}, {""score"": -0.022655459715402736, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.022655469715402738, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.023700508007933524, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}]","[{""score"": -0.010871368655937779, ""kind"": ""spiral"", ""ell"": -1, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}, {""score"": -0.010871378655937779, ""kind"": ""spiral"", ""ell"": 1, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.0, ""seed"": null}, {""score"": -0.020237214316966012, ""kind"": ""spiral"", ""ell"": -3, ""chirality"": -1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.020237224316966014, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": 1, ""pitch"": 1.0, ""knee"": 0.5, ""seed"": null}, {""score"": -0.021074692570009233, ""kind"": ""spiral"", ""ell"": 3, ""chirality"": -1, ""pitch"": 3.0, ""knee"": 0.5, ""seed"": null}]",0,0.0,"[{""fu"": -0.047619047619047616, ""fv"": 0.05859375, ""amp"": 131.04586791992188, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""15"": 5, ""-15"": 5, ""14"": 4, ""-14"": 4, ""-23"": 6, ""23"": 6, ""13"": 3, ""-13"": 3, ""24"": 2, ""-24"": 2, ""-16"": 3, ""16"": 3, ""-22"": 2, ""22"": 2}, ""band_dead"": 0, ""energy_total"": 58711.48828125, ""energy_out"": 46878.8671875, ""fv_peak_marg"": 0.05859375, ""fv_peak_ratio"": 0.015900326892733574, ""fv_entropy"": 5.274948596954346, ""theta_var"": 0.07051075994968414, ""m_peak"": -0.05859375, ""m_ratio"": 0.034124359488487244, ""m_entropy"": 5.00891637802124}, {""fu"": -0.19767441860465115, ""fv"": -0.05078125, ""amp"": 43.06045150756836, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.06640625, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-13"": 7, ""13"": 7, ""-15"": 5, ""15"": 5, ""-14"": 9, ""14"": 9, ""16"": 3, ""-16"": 3, ""17"": 1, ""-17"": 1}, ""band_dead"": 0, ""energy_total"": 51128.6953125, ""energy_out"": 36505.3046875, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.020298432558774948, ""fv_entropy"": 5.125985145568848, ""theta_var"": 0.07291208207607269, ""m_peak"": -0.05078125, ""m_ratio"": 0.024592390283942223, ""m_entropy"": 5.12636661529541}, {""fu"": 0.011627906976744186, ""fv"": 0.0546875, ""amp"": 210.98123168945312, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.109375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""14"": 5, ""-14"": 5, ""-15"": 4, ""15"": 4, ""13"": 5, ""-13"": 5, ""22"": 5, ""-22"": 5, ""21"": 2, ""-21"": 2, ""-19"": 1, ""19"": 1, ""16"": 2, ""-16"": 2, ""28"": 1, ""-28"": 1}, ""band_dead"": 0, ""energy_total"": 70317.9921875, ""energy_out"": 58642.30078125, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.01824617199599743, ""fv_entropy"": 5.297614574432373, ""theta_var"": 0.05337092652916908, ""m_peak"": -0.0546875, ""m_ratio"": 0.02948359027504921, ""m_entropy"": 5.194985389709473}, {""fu"": 0.023809523809523808, ""fv"": -0.0546875, ""amp"": 210.34228515625, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.08984375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 4, ""-15"": 4, ""13"": 5, ""-13"": 5, ""22"": 4, ""-22"": 4, ""21"": 2, ""-21"": 2, ""19"": 2, ""-19"": 2, ""16"": 2, ""-16"": 2, ""23"": 1, ""-23"": 1}, ""band_dead"": 0, ""energy_total"": 68529.4453125, ""energy_out"": 58021.78125, ""fv_peak_marg"": 0.0546875, ""fv_peak_ratio"": 0.021056178957223892, ""fv_entropy"": 5.282296180725098, ""theta_var"": 0.052108071744441986, ""m_peak"": -0.0546875, ""m_ratio"": 0.03003985807299614, ""m_entropy"": 5.183206558227539}, {""fu"": -0.011627906976744186, ""fv"": 0.05078125, ""amp"": 54.353275299072266, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.06640625, ""fv_mask_width"": 12, ""fv_hist_topk"": {""13"": 8, ""-13"": 8, ""14"": 8, ""-14"": 8, ""-15"": 6, ""15"": 6, ""-16"": 2, ""16"": 2, ""17"": 1, ""-17"": 1}, ""band_dead"": 0, ""energy_total"": 53958.76953125, ""energy_out"": 38497.98046875, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.019299209117889404, ""fv_entropy"": 5.163963317871094, ""theta_var"": 0.0713777095079422, ""m_peak"": -0.05078125, ""m_ratio"": 0.02921045944094658, ""m_entropy"": 5.1456146240234375}, {""fu"": 0.011627906976744186, ""fv"": 0.05859375, ""amp"": 127.81551361083984, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""15"": 5, ""-15"": 5, ""14"": 5, ""-14"": 5, ""-23"": 6, ""23"": 6, ""-13"": 3, ""13"": 3, ""16"": 3, ""-16"": 3, ""-24"": 2, ""24"": 2, ""22"": 1, ""-22"": 1}, ""band_dead"": 0, ""energy_total"": 61406.78125, ""energy_out"": 48895.68359375, ""fv_peak_marg"": -0.08984375, ""fv_peak_ratio"": 0.0165243037045002, ""fv_entropy"": 5.259723663330078, ""theta_var"": 0.06972707808017731, ""m_peak"": -0.05859375, ""m_ratio"": 0.033362098038196564, ""m_entropy"": 5.018270969390869}]","[{""fu"": -0.047619047619047616, ""fv"": 0.0546875, ""amp"": 164.26304626464844, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""14"": 5, ""-14"": 5, ""-15"": 5, ""15"": 5, ""-13"": 4, ""13"": 4, ""-23"": 5, ""23"": 5, ""22"": 2, ""-22"": 2, ""16"": 2, ""-16"": 2, ""24"": 1, ""-24"": 1, ""-18"": 1, ""18"": 1}, ""band_dead"": 0, ""energy_total"": 60163.6171875, ""energy_out"": 45149.60546875, ""fv_peak_marg"": 0.0546875, ""fv_peak_ratio"": 0.020783886313438416, ""fv_entropy"": 5.202766418457031, ""theta_var"": 0.10178973525762558, ""m_peak"": -0.0546875, ""m_ratio"": 0.044039979577064514, ""m_entropy"": 4.741800308227539}, {""fu"": 0.1744186046511628, ""fv"": 0.05078125, ""amp"": 45.207115173339844, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.06640625, ""fv_mask_width"": 12, ""fv_hist_topk"": {""13"": 6, ""-13"": 6, ""-14"": 9, ""14"": 9, ""-15"": 6, ""15"": 6, ""-16"": 3, ""16"": 3, ""17"": 1, ""-17"": 1}, ""band_dead"": 0, ""energy_total"": 50383.5078125, ""energy_out"": 34407.703125, ""fv_peak_marg"": 0.0546875, ""fv_peak_ratio"": 0.021017009392380714, ""fv_entropy"": 5.09738826751709, ""theta_var"": 0.09566593915224075, ""m_peak"": -0.0546875, ""m_ratio"": 0.024802973493933678, ""m_entropy"": 5.012177467346191}, {""fu"": -0.03488372093023256, ""fv"": -0.0546875, ""amp"": 244.6433563232422, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.08984375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 4, ""-15"": 4, ""-13"": 5, ""13"": 5, ""22"": 5, ""-22"": 5, ""-21"": 2, ""21"": 2, ""19"": 1, ""-19"": 1, ""16"": 2, ""-16"": 2, ""23"": 1, ""-23"": 1}, ""band_dead"": 0, ""energy_total"": 72300.40625, ""energy_out"": 57890.015625, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.021050408482551575, ""fv_entropy"": 5.254302978515625, ""theta_var"": 0.07687242329120636, ""m_peak"": -0.0546875, ""m_ratio"": 0.03326084092259407, ""m_entropy"": 5.15192985534668}, {""fu"": 0.023809523809523808, ""fv"": -0.0546875, ""amp"": 246.4034423828125, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.08984375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""-14"": 5, ""14"": 5, ""15"": 4, ""-15"": 4, ""-13"": 5, ""13"": 5, ""-22"": 4, ""22"": 4, ""21"": 2, ""-21"": 2, ""-19"": 2, ""19"": 2, ""-16"": 2, ""16"": 2, ""-23"": 1, ""23"": 1}, ""band_dead"": 0, ""energy_total"": 70642.9375, ""energy_out"": 57394.171875, ""fv_peak_marg"": -0.0546875, ""fv_peak_ratio"": 0.024760613217949867, ""fv_entropy"": 5.231375694274902, ""theta_var"": 0.07650081068277359, ""m_peak"": -0.0546875, ""m_ratio"": 0.03447484225034714, ""m_entropy"": 5.1347479820251465}, {""fu"": -0.19767441860465115, ""fv"": 0.05078125, ""amp"": 49.78135299682617, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.078125, ""fv_mask_width"": 12, ""fv_hist_topk"": {""13"": 8, ""-13"": 8, ""14"": 7, ""-14"": 7, ""-15"": 6, ""15"": 6, ""-16"": 2, ""16"": 2, ""-20"": 1, ""20"": 1, ""-17"": 1, ""17"": 1}, ""band_dead"": 0, ""energy_total"": 53695.9375, ""energy_out"": 36242.08203125, ""fv_peak_marg"": 0.0546875, ""fv_peak_ratio"": 0.0210289116948843, ""fv_entropy"": 5.133460998535156, ""theta_var"": 0.09278310835361481, ""m_peak"": -0.05078125, ""m_ratio"": 0.032257433980703354, ""m_entropy"": 5.0473809242248535}, {""fu"": 0.03488372093023256, ""fv"": 0.0546875, ""amp"": 168.62167358398438, ""top_nonzero_fv"": 50, ""top_abs_fv"": 0.09375, ""fv_mask_width"": 12, ""fv_hist_topk"": {""14"": 5, ""-14"": 5, ""15"": 5, ""-15"": 5, ""13"": 4, ""-13"": 4, ""-23"": 5, ""23"": 5, ""22"": 3, ""-22"": 3, ""-24"": 1, ""24"": 1, ""-16"": 2, ""16"": 2}, ""band_dead"": 0, ""energy_total"": 62349.453125, ""energy_out"": 46685.234375, ""fv_peak_marg"": -0.05859375, ""fv_peak_ratio"": 0.01835472323000431, ""fv_entropy"": 5.191883087158203, ""theta_var"": 0.10103396326303482, ""m_peak"": -0.05859375, ""m_ratio"": 0.04238097369670868, ""m_entropy"": 4.724285125732422}]","{""fv_mean"": 0.01953125, ""fv_std"": 0.05118032544851303, ""fv_peak_marg_mean"": -0.0234375, ""fv_peak_marg_std"": 0.057982925325632095, ""fv_peak_ratio_mean"": 0.01855410449206829, ""fv_entropy_mean"": 5.234088897705078, ""fv_nonzero_energy_frac_mean"": 0.783801257610321, ""m_peak_mean"": -0.0546875, ""m_peak_std"": 0.0031894398853182793, ""m_ratio_mean"": 0.030135462060570717, ""m_entropy_mean"": 5.112893104553223, ""fu_mean"": -0.03497600555419922, ""fu_std"": 0.07634935528039932, ""amp_mean"": 129.59976196289062, ""amp_decay"": 0.024650561942215838, ""top_abs_fv_mean"": 0.0865885391831398, ""top_nonzero_fv_mean"": 50.0, ""fv_mask_width_mean"": 12.0, ""theta_var_mean"": 0.06500110030174255, ""band_dead_frac"": 0.0}","{""fv_mean"": 0.01692708395421505, ""fv_std"": 0.0506642609834671, ""fv_peak_marg_mean"": -0.0006510416860692203, ""fv_peak_marg_std"": 0.055353857576847076, ""fv_peak_ratio_mean"": 0.02116592414677143, ""fv_entropy_mean"": 5.185196399688721, ""fv_nonzero_energy_frac_mean"": 0.7450370192527771, ""m_peak_mean"": -0.0546875, ""m_peak_std"": 0.002255274448543787, ""m_ratio_mean"": 0.03520284220576286, ""m_entropy_mean"": 4.968719959259033, ""fu_mean"": -0.007844224572181702, ""fu_std"": 0.11135232448577881, ""amp_mean"": 153.15333557128906, ""amp_decay"": 0.0, ""top_abs_fv_mean"": 0.0852864608168602, ""top_nonzero_fv_mean"": 50.0, ""fv_mask_width_mean"": 12.0, ""theta_var_mean"": 0.09077433496713638, ""band_dead_frac"": 0.0}",-0.007461386267095804,5.350284208438905,0.028379051014780998,0.038394294679164886,7.153447299135159,0.49378252029418945,0.07799991965293884,5.854041680904551,0.39013171195983887,-0.010356303304433823,4.77623200495805,0.07068687677383423,0.06981226056814194,7.578814740805935,0.581260085105896,0.11409629881381989,6.050621649354408,0.5305675268173218
