0,0,9.15631242591e-10
0,1,1.6331920633e-09
0,2,2.43701800573e-09
0,3,3.48581250774e-09
0,4,5.65203816322e-09
0,5,1.00321060695e-08
0,6,1.49125469989e-08
0,7,2.41221468659e-08
0,8,4.1215882167e-08
0,9,6.65437020316e-08
0,10,9.86943431355e-08
0,11,1.30070926435e-07
0,12,1.39682989835e-07
0,13,1.64394662178e-07
0,14,1.47048116913e-07
0,15,2.6974014269e-07
0,16,3.40267702188e-07
0,17,2.32357511151e-07
0,18,8.70271249919e-08
0,19,4.25230418907e-08
0,20,7.34749218304e-08
0,21,7.76474229258e-08
0,22,8.95482563876e-08
0,23,1.82933436598e-07
0,24,2.58635436143e-07
0,25,1.88429707171e-07
0,26,1.5976663468e-07
0,27,5.41483591255e-07
0,28,7.18223866812e-07
0,29,6.71725117209e-07
0,30,4.10672007405e-07
0,31,1.53486040097e-07
0,32,8.00890908227e-08
0,33,1.63280402568e-07
0,34,2.31795158781e-07
0,35,1.80420106727e-07
0,36,7.98879640451e-08
0,37,1.76336062161e-08
0,38,8.08901186552e-09
0,39,1.22369785179e-08
0,40,9.45158971604e-09
1,0,1.6331920633e-09
1,1,2.6927866264e-09
1,2,4.49287341605e-09
1,3,7.13885127872e-09
1,4,1.13228465782e-08
1,5,1.86842505892e-08
1,6,2.90832918565e-08
1,7,5.15711731064e-08
1,8,8.92508638377e-08
1,9,1.36583176661e-07
1,10,1.860256476e-07
1,11,2.41380462896e-07
1,12,3.14762267406e-07
1,13,4.85079444692e-07
1,14,6.41185083136e-07
1,15,6.85815071194e-07
1,16,4.3653789104e-07
1,17,1.50451020891e-07
1,18,1.28678096449e-07
1,19,2.38081709026e-07
1,20,2.49296119952e-07
1,21,2.46609109324e-07
1,22,4.00151526741e-07
1,23,5.12042070517e-07
1,24,3.47088959091e-07
1,25,2.20990608474e-07
1,26,6.59068527382e-07
1,27,1.16688270761e-06
1,28,9.52681935564e-07
1,29,5.30411506552e-07
1,30,2.0588447636e-07
1,31,3.12913357342e-07
1,32,6.17510642798e-07
1,33,7.31258887478e-07
1,34,5.17735129728e-07
1,35,2.09075142342e-07
1,36,4.38620733066e-08
1,37,3.50676189707e-08
1,38,4.95742051149e-08
1,39,3.60561273728e-08
1,40,1.22369785179e-08
2,0,2.43701800573e-09
2,1,4.49287341605e-09
2,2,8.74584219959e-09
2,3,1.51775738751e-08
2,4,2.51075922207e-08
2,5,4.33972280079e-08
2,6,7.43204630871e-08
2,7,1.2643284161e-07
2,8,1.95729650448e-07
2,9,2.83025065605e-07
2,10,3.91865502152e-07
2,11,5.43991617397e-07
2,12,7.49053044174e-07
2,13,1.04797332514e-06
2,14,1.3568603372e-06
2,15,7.34466309692e-07
2,16,3.08310939423e-07
2,17,4.43941516944e-07
2,18,7.67676170094e-07
2,19,7.12496257965e-07
2,20,4.90528629385e-07
2,21,6.36216957875e-07
2,22,9.09385618972e-07
2,23,7.29349378308e-07
2,24,4.41599407518e-07
2,25,9.18366246825e-07
2,26,1.64590099276e-06
2,27,1.2006639587e-06
2,28,5.2071365383e-07
2,29,3.94988329953e-07
2,30,1.06430973356e-06
2,31,1.84390818277e-06
2,32,1.97616749799e-06
2,33,1.319734821e-06
2,34,4.9239507943e-07
2,35,1.04104538531e-07
2,36,1.23716079414e-07
2,37,1.91192748325e-07
2,38,1.35184751568e-07
2,39,4.95742051149e-08
2,40,8.08901186552e-09
3,0,3.48581250774e-09
3,1,7.13885127872e-09
3,2,1.51775738751e-08
3,3,3.1228736111e-08
3,4,5.88198745107e-08
3,5,1.05815916519e-07
3,6,1.78249368122e-07
3,7,2.85197625689e-07
3,8,4.25597258681e-07
3,9,6.28682089621e-07
3,10,8.72200226536e-07
3,11,1.16370506233e-06
3,12,1.41856416379e-06
3,13,1.59383426403e-06
3,14,1.51653820967e-06
3,15,5.70527606854e-07
3,16,1.11712697999e-06
3,17,1.90483676637e-06
3,18,1.64468916904e-06
3,19,7.71398526907e-07
3,20,6.51018286536e-07
3,21,1.20302276362e-06
3,22,1.19696382724e-06
3,23,7.54597856777e-07
3,24,1.28483680448e-06
3,25,2.7331221013e-06
3,26,2.34228233824e-06
3,27,9.23156012174e-07
3,28,9.99321712436e-07
3,29,2.47486520194e-06
3,30,4.45721491737e-06
3,31,4.65092658065e-06
3,32,3.06868859202e-06
3,33,1.13192857565e-06
3,34,2.2267917686e-07
3,35,3.2982351255e-07
3,36,6.10404604912e-07
3,37,4.81424689691e-07
3,38,1.91192748325e-07
3,39,3.50676189707e-08
3,40,1.76336062161e-08
4,0,5.65203816322e-09
4,1,1.13228465782e-08
4,2,2.51075922207e-08
4,3,5.88198745107e-08
4,4,1.16651119101e-07
4,5,2.08112864844e-07
4,6,3.4412897354e-07
4,7,5.52045819888e-07
4,8,8.27569668819e-07
4,9,1.22187327705e-06
4,10,1.62488563713e-06
4,11,2.06430682799e-06
4,12,2.34166490265e-06
4,13,2.35076812264e-06
4,14,1.6506275863e-06
4,15,2.22958538434e-06
4,16,3.8365920587e-06
4,17,3.40547706865e-06
4,18,1.41819999432e-06
4,19,5.90658725501e-07
4,20,1.39146604423e-06
4,21,1.74357756642e-06
4,22,1.23723353832e-06
4,23,1.82674236422e-06
4,24,3.74340603604e-06
4,25,4.36279033099e-06
4,26,1.74933354379e-06
4,27,2.52047816505e-06
4,28,5.58277111058e-06
4,29,8.65763225854e-06
4,30,9.12353053205e-06
4,31,5.94861088015e-06
4,32,2.11097811111e-06
4,33,4.69880609055e-07
4,34,9.99125965869e-07
4,35,1.65268795033e-06
4,36,1.42443021841e-06
4,37,6.10404604912e-07
4,38,1.23716079414e-07
4,39,4.38620733066e-08
4,40,7.98879640451e-08
5,0,1.00321060695e-08
5,1,1.86842505892e-08
5,2,4.33972280079e-08
5,3,1.05815916519e-07
5,4,2.08112864844e-07
5,5,3.65729797102e-07
5,6,6.07443178265e-07
5,7,9.81308515125e-07
5,8,1.44377806145e-06
5,9,2.08073782985e-06
5,10,2.69687820488e-06
5,11,3.36919245411e-06
5,12,3.86824854944e-06
5,13,4.23245755792e-06
5,14,4.48257609667e-06
5,15,6.71237219271e-06
5,16,6.34530814796e-06
5,17,2.95093332723e-06
5,18,8.9435469044e-07
5,19,1.87585400342e-06
5,20,2.77010149292e-06
5,21,2.23995731451e-06
5,22,3.03615759411e-06
5,23,5.77438726145e-06
5,24,6.59582393754e-06
5,25,3.92542743602e-06
5,26,3.0012549546e-06
5,27,9.70348574186e-06
5,28,1.47455247087e-05
5,29,1.49659835375e-05
5,30,9.25678990022e-06
5,31,3.15742259339e-06
5,32,9.77742850964e-07
5,33,2.63734426847e-06
5,34,4.35967474635e-06
5,35,3.63154099029e-06
5,36,1.65268795033e-06
5,37,3.2982351255e-07
5,38,1.04104538531e-07
5,39,2.09075142342e-07
5,40,1.80420106727e-07
6,0,1.49125469989e-08
6,1,2.90832918565e-08
6,2,7.43204630871e-08
6,3,1.78249368122e-07
6,4,3.4412897354e-07
6,5,6.07443178265e-07
6,6,1.01396848315e-06
6,7,1.60482821464e-06
6,8,2.27967775042e-06
6,9,3.25607231729e-06
6,10,4.27844195167e-06
6,11,5.42719854741e-06
6,12,6.64105017652e-06
6,13,8.4529943209e-06
6,14,1.17945062197e-05
6,15,1.11306662633e-05
6,16,5.76984362716e-06
6,17,1.80314761887e-06
6,18,3.22332430851e-06
6,19,5.3129598454e-06
6,20,4.41439227902e-06
6,21,4.74408923147e-06
6,22,9.06918694225e-06
6,23,1.17555593469e-05
6,24,8.25250546071e-06
6,25,4.7811000788e-06
6,26,1.13207276657e-05
6,27,1.95910094679e-05
6,28,2.08544102746e-05
6,29,1.43554438723e-05
6,30,4.65464553907e-06
6,31,1.92809571348e-06
6,32,5.64718700394e-06
6,33,9.4182692311e-06
6,34,8.50704386272e-06
6,35,4.35967474635e-06
6,36,9.99125965869e-07
6,37,2.2267917686e-07
6,38,4.9239507943e-07
6,39,5.17735129728e-07
6,40,2.31795158781e-07
7,0,2.41221468659e-08
7,1,5.15711731064e-08
7,2,1.2643284161e-07
7,3,2.85197625689e-07
7,4,5.52045819888e-07
7,5,9.81308515125e-07
7,6,1.60482821464e-06
7,7,2.4718499903e-06
7,8,3.48333845425e-06
7,9,5.03928953579e-06
7,10,6.68565428061e-06
7,11,8.54667465434e-06
7,12,1.10095591014e-05
7,13,1.46850629241e-05
7,14,1.92510844047e-05
7,15,1.03923996976e-05
7,16,3.81748988236e-06
7,17,5.59226752444e-06
7,18,9.97616781644e-06
7,19,8.52420058225e-06
7,20,6.62836448712e-06
7,21,1.19172177848e-05
7,22,1.825029505e-05
7,23,1.58064313093e-05
7,24,9.57966706164e-06
7,25,1.37110922915e-05
7,26,2.73207134988e-05
7,27,2.58706134858e-05
7,28,1.69859785439e-05
7,29,6.4346098912e-06
7,30,3.91008301958e-06
7,31,1.15042428927e-05
7,32,1.8914363378e-05
7,33,1.75300760406e-05
7,34,9.4182692311e-06
7,35,2.63734426847e-06
7,36,4.69880609055e-07
7,37,1.13192857565e-06
